food_item_id,restaurant_id,veg_nonveg,price,fooditem_name
1339,167,non-veg,214,"Mutton Rogan Josh"
1340,164,veg,194,"Veg Biryani"
1341,29,non-veg,223,"Butter Chicken"
1342,153,non-veg,240,"Mutton Rogan Josh"
1343,37,veg,177,"Veg Biryani"
1344,105,non-veg,214,"Butter Chicken"
1345,91,non-veg,226,"Fish Curry"
1346,131,veg,220,"Aloo Paratha"
1347,299,non-veg,266,"Chicken Biryani"
1348,202,non-veg,117,"Butter Chicken"
1349,202,veg,148,"Veg Biryani"
1350,28,non-veg,215,"Chicken Biryani"
1351,29,non-veg,173,"Chicken 65"
1352,154,veg,219,"Paneer Tikka"
1353,101,non-veg,283,"Butter Chicken"
1354,187,veg,259,"Veg Biryani"
1355,163,non-veg,278,"Mutton Rogan Josh"
1356,32,non-veg,147,"Fish Curry"
1357,243,veg,286,"Masala Dosa"
1358,50,non-veg,236,"Fish Curry"
1359,245,veg,216,"Paneer Tikka"
1360,294,veg,225,"Masala Dosa"
1361,109,veg,214,"Veg Biryani"
1362,242,non-veg,142,"Mutton Rogan Josh"
1363,33,veg,270,"Veg Biryani"
1364,39,non-veg,182,"Mutton Rogan Josh"
1365,70,veg,178,"Aloo Paratha"
1366,192,veg,250,"Aloo Paratha"
1367,44,non-veg,278,"Mutton Rogan Josh"
1368,173,veg,222,"Masala Dosa"
1369,186,veg,266,"Aloo Paratha"
1370,14,non-veg,138,"Butter Chicken"
1371,76,veg,275,"Aloo Paratha"
1372,121,non-veg,281,"Butter Chicken"
1373,270,non-veg,196,"Chicken Biryani"
1374,180,non-veg,202,"Fish Curry"
1375,211,non-veg,239,"Mutton Rogan Josh"
1376,142,non-veg,220,"Fish Curry"
1377,78,veg,199,"Paneer Tikka"
1378,63,non-veg,179,"Chicken Biryani"
1379,277,non-veg,230,"Fish Curry"
1380,180,veg,197,"Chole Bhature"
1381,7,non-veg,128,"Chicken 65"
1382,1,non-veg,301,"Mutton Rogan Josh"
1383,134,non-veg,175,"Mutton Rogan Josh"
1384,109,non-veg,312,"Chicken 65"
1385,193,veg,275,"Veg Biryani"
1386,199,non-veg,275,"Butter Chicken"
1387,120,non-veg,226,"Mutton Rogan Josh"
1388,294,non-veg,247,"Butter Chicken"
1389,296,veg,311,"Masala Dosa"
1390,88,veg,237,"Aloo Paratha"
1391,177,veg,251,"Masala Dosa"
1392,149,veg,340,"Aloo Paratha"
1393,126,non-veg,188,"Fish Curry"
1394,85,veg,139,"Aloo Paratha"
1395,164,veg,193,"Chole Bhature"
1396,214,veg,270,"Aloo Paratha"
1397,84,veg,269,"Chole Bhature"
1398,231,veg,152,"Veg Biryani"
1399,293,non-veg,137,"Chicken 65"
1400,225,non-veg,251,"Mutton Rogan Josh"
1401,200,non-veg,238,"Fish Curry"
1402,271,non-veg,233,"Chicken 65"
1403,260,non-veg,186,"Fish Curry"
1404,126,veg,232,"Aloo Paratha"
1405,135,non-veg,318,"Chicken 65"
1406,34,non-veg,289,"Butter Chicken"
1407,93,non-veg,254,"Mutton Rogan Josh"
1408,245,non-veg,242,"Fish Curry"
1409,81,veg,257,"Masala Dosa"
1410,141,non-veg,245,"Mutton Rogan Josh"
1411,38,veg,316,"Aloo Paratha"
1412,171,non-veg,231,"Mutton Rogan Josh"
1413,65,veg,112,"Aloo Paratha"
1414,31,non-veg,182,"Chicken 65"
1415,147,non-veg,214,"Chicken Biryani"
1416,195,non-veg,218,"Chicken 65"
1417,17,non-veg,165,"Chicken 65"
1418,142,non-veg,241,"Butter Chicken"
1419,65,non-veg,165,"Chicken Biryani"
1420,120,veg,303,"Paneer Tikka"
1421,173,veg,196,"Masala Dosa"
1422,189,non-veg,224,"Fish Curry"
1423,293,non-veg,211,"Butter Chicken"
1424,62,non-veg,292,"Chicken Biryani"
1425,287,non-veg,301,"Fish Curry"
1426,259,veg,243,"Veg Biryani"
1427,218,veg,295,"Paneer Tikka"
1428,234,veg,245,"Aloo Paratha"
1429,224,non-veg,230,"Mutton Rogan Josh"
1430,292,non-veg,286,"Chicken 65"
1431,172,veg,261,"Paneer Tikka"
1432,143,non-veg,191,"Chicken Biryani"
1433,205,veg,220,"Aloo Paratha"
1434,42,veg,237,"Veg Biryani"
1435,94,veg,182,"Veg Biryani"
1436,230,veg,235,"Chole Bhature"
1437,122,veg,256,"Chole Bhature"
1438,41,non-veg,193,"Mutton Rogan Josh"
1439,35,non-veg,192,"Mutton Rogan Josh"
1440,300,non-veg,215,"Butter Chicken"
1441,284,veg,317,"Aloo Paratha"
1442,18,non-veg,247,"Chicken Biryani"
1443,162,veg,203,"Aloo Paratha"
1444,187,veg,265,"Veg Biryani"
1445,73,non-veg,221,"Chicken 65"
1446,18,non-veg,165,"Chicken Biryani"
1447,98,veg,283,"Veg Biryani"
1448,230,veg,231,"Paneer Tikka"
1449,274,veg,211,"Chole Bhature"
1450,284,non-veg,251,"Chicken Biryani"
1451,248,non-veg,196,"Butter Chicken"
1452,58,non-veg,200,"Chicken 65"
1453,44,veg,235,"Veg Biryani"
1454,124,veg,237,"Veg Biryani"
1455,290,veg,202,"Aloo Paratha"
1456,18,non-veg,261,"Chicken 65"
1457,105,non-veg,249,"Chicken 65"
1458,217,non-veg,226,"Butter Chicken"
1459,218,non-veg,207,"Mutton Rogan Josh"
1460,244,non-veg,308,"Fish Curry"
1461,289,non-veg,262,"Mutton Rogan Josh"
1462,168,non-veg,203,"Chicken Biryani"
1463,164,non-veg,248,"Mutton Rogan Josh"
1464,182,veg,150,"Chole Bhature"
1465,169,veg,261,"Paneer Tikka"
1466,167,non-veg,214,"Butter Chicken"
1467,249,non-veg,320,"Fish Curry"
1468,77,veg,141,"Aloo Paratha"
1469,148,veg,274,"Paneer Tikka"
1470,44,non-veg,320,"Chicken Biryani"
1471,156,veg,248,"Paneer Tikka"
1472,8,veg,227,"Veg Biryani"
1473,45,non-veg,277,"Fish Curry"
1474,224,veg,254,"Masala Dosa"
1475,9,non-veg,275,"Mutton Rogan Josh"
1476,24,veg,290,"Paneer Tikka"
1477,172,non-veg,217,"Chicken Biryani"
1478,67,non-veg,160,"Chicken Biryani"
1479,197,non-veg,279,"Chicken 65"
1480,124,non-veg,272,"Mutton Rogan Josh"
1481,260,veg,300,"Masala Dosa"
1482,109,veg,261,"Veg Biryani"
1483,72,veg,229,"Chole Bhature"
1484,262,veg,160,"Veg Biryani"
1485,121,non-veg,275,"Chicken Biryani"
1486,95,non-veg,286,"Fish Curry"
1487,206,veg,114,"Aloo Paratha"
1488,18,non-veg,131,"Fish Curry"
1489,140,non-veg,222,"Mutton Rogan Josh"
1490,162,veg,197,"Chole Bhature"
1491,57,non-veg,300,"Chicken Biryani"
1492,230,veg,166,"Paneer Tikka"
1493,257,veg,178,"Veg Biryani"
1494,115,veg,284,"Masala Dosa"
1495,195,veg,194,"Masala Dosa"
1496,187,veg,212,"Paneer Tikka"
1497,167,non-veg,188,"Mutton Rogan Josh"
1498,190,non-veg,153,"Butter Chicken"
1499,179,veg,145,"Veg Biryani"
1500,226,non-veg,279,"Chicken 65"
1501,203,veg,290,"Masala Dosa"
1502,256,non-veg,228,"Mutton Rogan Josh"
1503,20,veg,311,"Aloo Paratha"
1504,232,veg,274,"Veg Biryani"
1505,113,veg,325,"Chole Bhature"
1506,49,non-veg,285,"Chicken Biryani"
1507,89,non-veg,197,"Chicken Biryani"
1508,230,veg,151,"Veg Biryani"
1509,136,non-veg,194,"Chicken Biryani"
1510,221,non-veg,272,"Fish Curry"
1511,74,non-veg,230,"Chicken 65"
1512,132,veg,231,"Aloo Paratha"
1513,113,non-veg,170,"Chicken 65"
1514,260,non-veg,122,"Mutton Rogan Josh"
1515,97,veg,231,"Veg Biryani"
1516,167,veg,259,"Chole Bhature"
1517,244,non-veg,314,"Chicken Biryani"
1518,145,veg,221,"Chole Bhature"
1519,139,veg,186,"Masala Dosa"
1520,98,non-veg,175,"Butter Chicken"
1521,167,non-veg,171,"Fish Curry"
1522,286,veg,314,"Masala Dosa"
1523,79,veg,233,"Masala Dosa"
1524,63,non-veg,111,"Fish Curry"
1525,295,non-veg,252,"Fish Curry"
1526,186,veg,144,"Veg Biryani"
1527,189,non-veg,179,"Chicken 65"
1528,262,non-veg,262,"Chicken 65"
1529,7,non-veg,178,"Butter Chicken"
1530,78,non-veg,204,"Butter Chicken"
1531,17,veg,252,"Aloo Paratha"
1532,272,veg,223,"Masala Dosa"
1533,241,veg,193,"Veg Biryani"
1534,80,non-veg,271,"Butter Chicken"
1535,220,non-veg,240,"Fish Curry"
1536,260,veg,255,"Aloo Paratha"
1537,198,non-veg,271,"Mutton Rogan Josh"
1538,299,veg,205,"Aloo Paratha"
1539,100,veg,278,"Masala Dosa"
1540,178,non-veg,313,"Butter Chicken"
1541,210,non-veg,213,"Chicken 65"
1542,170,veg,291,"Veg Biryani"
1543,225,veg,152,"Masala Dosa"
1544,39,non-veg,267,"Chicken Biryani"
1545,55,non-veg,179,"Mutton Rogan Josh"
1546,175,veg,158,"Chole Bhature"
1547,284,veg,151,"Masala Dosa"
1548,164,veg,128,"Aloo Paratha"
1549,204,non-veg,171,"Fish Curry"
1550,81,veg,131,"Veg Biryani"
1551,62,veg,260,"Aloo Paratha"
1552,100,veg,215,"Paneer Tikka"
1553,124,non-veg,240,"Chicken 65"
1554,185,non-veg,155,"Butter Chicken"
1555,163,veg,282,"Paneer Tikka"
1556,219,veg,199,"Aloo Paratha"
1557,121,non-veg,181,"Fish Curry"
1558,204,veg,196,"Masala Dosa"
1559,74,non-veg,203,"Mutton Rogan Josh"
1560,75,non-veg,218,"Chicken Biryani"
1561,219,veg,154,"Masala Dosa"
1562,213,veg,181,"Paneer Tikka"
1563,17,veg,332,"Chole Bhature"
1564,298,non-veg,184,"Chicken Biryani"
1565,269,veg,294,"Paneer Tikka"
1566,182,veg,268,"Veg Biryani"
1567,215,non-veg,222,"Chicken Biryani"
1568,215,veg,212,"Veg Biryani"
1569,59,non-veg,213,"Chicken Biryani"
1570,242,veg,283,"Paneer Tikka"
1571,43,non-veg,178,"Butter Chicken"
1572,100,veg,253,"Aloo Paratha"
1573,14,veg,308,"Chole Bhature"
1574,91,non-veg,162,"Chicken Biryani"
1575,91,non-veg,219,"Mutton Rogan Josh"
1576,230,veg,172,"Paneer Tikka"
1577,237,veg,199,"Aloo Paratha"
1578,90,veg,253,"Aloo Paratha"
1579,89,veg,202,"Aloo Paratha"
1580,168,non-veg,189,"Chicken Biryani"
1581,128,non-veg,292,"Mutton Rogan Josh"
1582,150,veg,266,"Paneer Tikka"
1583,160,non-veg,250,"Chicken 65"
1584,280,veg,204,"Paneer Tikka"
1585,139,non-veg,256,"Butter Chicken"
1586,268,veg,296,"Veg Biryani"
1587,185,non-veg,221,"Chicken Biryani"
1588,279,veg,255,"Aloo Paratha"
1589,20,veg,313,"Veg Biryani"
1590,17,veg,227,"Masala Dosa"
1591,75,veg,259,"Paneer Tikka"
1592,186,veg,177,"Chole Bhature"
1593,122,veg,293,"Chole Bhature"
1594,298,non-veg,131,"Fish Curry"
1595,25,veg,158,"Chole Bhature"
1596,47,veg,188,"Masala Dosa"
1597,4,non-veg,220,"Butter Chicken"
1598,28,veg,219,"Paneer Tikka"
1599,67,non-veg,265,"Mutton Rogan Josh"
1600,119,veg,186,"Veg Biryani"
1601,27,veg,114,"Masala Dosa"
1602,33,non-veg,302,"Chicken Biryani"
1603,62,non-veg,223,"Fish Curry"
1604,24,non-veg,269,"Chicken Biryani"
1605,15,veg,216,"Aloo Paratha"
1606,3,non-veg,310,"Mutton Rogan Josh"
1607,120,non-veg,308,"Butter Chicken"
1608,116,non-veg,169,"Chicken 65"
1609,242,non-veg,192,"Butter Chicken"
1610,136,veg,190,"Masala Dosa"
1611,77,veg,296,"Aloo Paratha"
1612,246,veg,256,"Paneer Tikka"
1613,168,non-veg,196,"Chicken Biryani"
1614,298,veg,260,"Masala Dosa"
1615,226,non-veg,187,"Fish Curry"
1616,297,veg,181,"Chole Bhature"
1617,256,non-veg,151,"Butter Chicken"
1618,254,non-veg,220,"Fish Curry"
1619,63,non-veg,188,"Chicken 65"
1620,206,veg,188,"Paneer Tikka"
1621,163,veg,174,"Paneer Tikka"
1622,84,non-veg,194,"Chicken Biryani"
1623,257,non-veg,291,"Fish Curry"
1624,214,non-veg,161,"Butter Chicken"
1625,228,veg,281,"Veg Biryani"
1626,48,veg,233,"Veg Biryani"
1627,159,non-veg,259,"Chicken Biryani"
1628,244,veg,133,"Masala Dosa"
1629,63,veg,173,"Veg Biryani"
1630,237,veg,165,"Veg Biryani"
1631,19,veg,218,"Paneer Tikka"
1632,232,veg,151,"Aloo Paratha"
1633,268,veg,127,"Veg Biryani"
1634,126,non-veg,272,"Mutton Rogan Josh"
1635,184,non-veg,108,"Fish Curry"
1636,33,veg,170,"Chole Bhature"
1637,205,veg,208,"Veg Biryani"
1638,149,veg,224,"Paneer Tikka"
1639,106,non-veg,155,"Butter Chicken"
1640,63,non-veg,214,"Mutton Rogan Josh"
1641,203,non-veg,172,"Butter Chicken"
1642,65,veg,290,"Paneer Tikka"
1643,151,veg,221,"Paneer Tikka"
1644,217,non-veg,164,"Mutton Rogan Josh"
1645,266,non-veg,266,"Chicken Biryani"
1646,77,veg,325,"Chole Bhature"
1647,201,non-veg,234,"Butter Chicken"
1648,147,non-veg,189,"Fish Curry"
1649,120,veg,265,"Veg Biryani"
1650,298,non-veg,163,"Chicken Biryani"
1651,166,non-veg,166,"Chicken Biryani"
1652,244,veg,256,"Masala Dosa"
1653,218,veg,199,"Paneer Tikka"
1654,255,veg,277,"Veg Biryani"
1655,296,non-veg,291,"Mutton Rogan Josh"
1656,28,veg,260,"Aloo Paratha"
1657,8,non-veg,271,"Chicken Biryani"
1658,143,non-veg,266,"Mutton Rogan Josh"
1659,124,veg,246,"Chole Bhature"
1660,191,non-veg,277,"Butter Chicken"
1661,18,veg,256,"Veg Biryani"
1662,80,non-veg,232,"Butter Chicken"
1663,164,veg,154,"Chole Bhature"
1664,243,veg,245,"Paneer Tikka"
1665,266,non-veg,264,"Chicken 65"
1666,138,veg,188,"Aloo Paratha"
1667,290,veg,282,"Chole Bhature"
1668,17,non-veg,256,"Mutton Rogan Josh"
1669,258,veg,248,"Aloo Paratha"
1670,79,non-veg,176,"Mutton Rogan Josh"
1671,204,veg,221,"Aloo Paratha"
1672,148,veg,244,"Veg Biryani"
1673,47,non-veg,201,"Fish Curry"
1674,91,non-veg,188,"Chicken 65"
1675,262,veg,215,"Veg Biryani"
1676,46,veg,215,"Masala Dosa"
1677,236,non-veg,155,"Chicken 65"
1678,83,veg,157,"Masala Dosa"
1679,169,non-veg,198,"Mutton Rogan Josh"
1680,178,veg,254,"Masala Dosa"
1681,220,veg,239,"Veg Biryani"
1682,60,non-veg,195,"Chicken Biryani"
1683,90,non-veg,160,"Mutton Rogan Josh"
1684,104,non-veg,254,"Mutton Rogan Josh"
1685,131,veg,265,"Paneer Tikka"
1686,78,veg,179,"Aloo Paratha"
1687,18,non-veg,253,"Chicken 65"
1688,134,veg,313,"Chole Bhature"
1689,234,veg,263,"Aloo Paratha"
1690,74,non-veg,294,"Chicken Biryani"
1691,291,veg,128,"Chole Bhature"
1692,295,non-veg,313,"Fish Curry"
1693,254,veg,183,"Veg Biryani"
1694,251,veg,263,"Veg Biryani"
1695,233,veg,191,"Masala Dosa"
1696,217,veg,212,"Masala Dosa"
1697,44,veg,139,"Chole Bhature"
1698,38,veg,133,"Masala Dosa"
1699,16,non-veg,219,"Fish Curry"
1700,23,veg,222,"Chole Bhature"
1701,269,non-veg,175,"Chicken Biryani"
1702,72,veg,172,"Masala Dosa"
1703,18,non-veg,249,"Butter Chicken"
1704,243,veg,191,"Aloo Paratha"
1705,300,veg,164,"Masala Dosa"
1706,270,non-veg,324,"Chicken 65"
1707,266,veg,222,"Veg Biryani"
1708,64,veg,201,"Paneer Tikka"
1709,72,non-veg,167,"Chicken Biryani"
1710,108,non-veg,174,"Chicken Biryani"
1711,119,veg,284,"Veg Biryani"
1712,139,veg,150,"Aloo Paratha"
1713,228,non-veg,272,"Mutton Rogan Josh"
1714,279,veg,181,"Paneer Tikka"
1715,229,veg,241,"Chole Bhature"
1716,203,veg,300,"Chole Bhature"
1717,161,non-veg,280,"Chicken Biryani"
1718,8,veg,275,"Chole Bhature"
1719,183,non-veg,199,"Chicken 65"
1720,105,non-veg,217,"Chicken 65"
1721,64,veg,248,"Aloo Paratha"
1722,290,veg,155,"Aloo Paratha"
1723,70,non-veg,203,"Mutton Rogan Josh"
1724,175,non-veg,246,"Fish Curry"
1725,36,non-veg,273,"Mutton Rogan Josh"
1726,52,non-veg,135,"Butter Chicken"
1727,229,veg,258,"Veg Biryani"
1728,253,veg,186,"Veg Biryani"
1729,47,veg,217,"Aloo Paratha"
1730,221,veg,260,"Paneer Tikka"
1731,173,veg,238,"Paneer Tikka"
1732,251,veg,255,"Paneer Tikka"
1733,131,veg,288,"Masala Dosa"
1734,40,non-veg,254,"Chicken Biryani"
1735,249,veg,177,"Paneer Tikka"
1736,276,veg,217,"Paneer Tikka"
1737,147,non-veg,127,"Chicken 65"
1738,245,veg,196,"Paneer Tikka"
1739,139,non-veg,192,"Fish Curry"
1740,221,non-veg,168,"Mutton Rogan Josh"
1741,185,non-veg,306,"Chicken Biryani"
1742,169,veg,190,"Aloo Paratha"
1743,172,veg,315,"Veg Biryani"
1744,62,veg,319,"Paneer Tikka"
1745,82,veg,266,"Aloo Paratha"
1746,281,veg,222,"Masala Dosa"
1747,6,veg,283,"Aloo Paratha"
1748,277,non-veg,252,"Fish Curry"
1749,168,non-veg,219,"Chicken 65"
1750,229,non-veg,131,"Fish Curry"
1751,162,non-veg,310,"Chicken Biryani"
1752,44,non-veg,276,"Fish Curry"
1753,144,veg,244,"Aloo Paratha"
1754,25,veg,309,"Veg Biryani"
1755,162,veg,224,"Paneer Tikka"
1756,37,veg,230,"Chole Bhature"
1757,156,veg,207,"Chole Bhature"
1758,199,non-veg,191,"Chicken Biryani"
1759,131,non-veg,224,"Mutton Rogan Josh"
1760,266,non-veg,109,"Chicken Biryani"
1761,21,non-veg,176,"Chicken Biryani"
1762,212,non-veg,250,"Fish Curry"
1763,198,veg,305,"Chole Bhature"
1764,180,veg,156,"Chole Bhature"
1765,145,veg,258,"Chole Bhature"
1766,69,non-veg,169,"Mutton Rogan Josh"
1767,43,veg,225,"Aloo Paratha"
1768,170,veg,192,"Paneer Tikka"
1769,88,veg,190,"Veg Biryani"
1770,191,veg,216,"Aloo Paratha"
1771,189,non-veg,180,"Chicken 65"
1772,124,veg,225,"Chole Bhature"
1773,225,veg,150,"Veg Biryani"
1774,222,non-veg,325,"Mutton Rogan Josh"
1775,199,veg,190,"Paneer Tikka"
1776,118,veg,232,"Masala Dosa"
1777,206,non-veg,212,"Chicken Biryani"
1778,158,non-veg,282,"Chicken Biryani"
1779,131,non-veg,255,"Fish Curry"
1780,145,non-veg,223,"Chicken 65"
1781,129,non-veg,278,"Chicken Biryani"
1782,95,veg,270,"Paneer Tikka"
1783,228,veg,291,"Chole Bhature"
1784,253,veg,241,"Aloo Paratha"
1785,295,veg,293,"Chole Bhature"
1786,272,non-veg,214,"Chicken Biryani"
1787,295,non-veg,208,"Mutton Rogan Josh"
1788,208,veg,193,"Aloo Paratha"
1789,287,non-veg,224,"Chicken 65"
1790,125,non-veg,307,"Mutton Rogan Josh"
1791,215,non-veg,212,"Chicken 65"
1792,232,veg,201,"Chole Bhature"
1793,76,non-veg,197,"Chicken Biryani"
1794,276,non-veg,186,"Chicken Biryani"
1795,276,non-veg,267,"Fish Curry"
1796,235,non-veg,290,"Mutton Rogan Josh"
1797,30,veg,163,"Aloo Paratha"
1798,187,veg,271,"Veg Biryani"
1799,65,non-veg,237,"Chicken 65"
1800,58,non-veg,337,"Mutton Rogan Josh"
1801,8,non-veg,310,"Mutton Rogan Josh"
1802,164,veg,275,"Paneer Tikka"
1803,224,veg,289,"Aloo Paratha"
1804,249,veg,280,"Chole Bhature"
1805,229,non-veg,245,"Mutton Rogan Josh"
1806,140,veg,318,"Chole Bhature"
1807,240,veg,150,"Masala Dosa"
1808,44,non-veg,201,"Fish Curry"
1809,145,veg,270,"Aloo Paratha"
1810,235,non-veg,246,"Butter Chicken"
1811,111,non-veg,284,"Fish Curry"
1812,282,non-veg,229,"Fish Curry"
1813,243,non-veg,187,"Mutton Rogan Josh"
1814,174,non-veg,185,"Butter Chicken"
1815,14,non-veg,201,"Butter Chicken"
1816,231,veg,338,"Veg Biryani"
1817,67,veg,232,"Veg Biryani"
1818,260,non-veg,260,"Chicken Biryani"
1819,81,non-veg,162,"Mutton Rogan Josh"
1820,210,non-veg,176,"Chicken 65"
1821,96,non-veg,265,"Mutton Rogan Josh"
1822,136,veg,278,"Aloo Paratha"
1823,101,non-veg,230,"Chicken Biryani"
1824,204,veg,202,"Veg Biryani"
1825,245,non-veg,252,"Mutton Rogan Josh"
1826,72,non-veg,220,"Mutton Rogan Josh"
1827,148,veg,213,"Aloo Paratha"
1828,99,non-veg,147,"Chicken 65"
1829,242,veg,222,"Chole Bhature"
1830,177,veg,167,"Paneer Tikka"
1831,179,non-veg,175,"Chicken 65"
1832,246,veg,228,"Masala Dosa"
1833,24,veg,158,"Aloo Paratha"
1834,111,non-veg,138,"Chicken 65"
1835,107,non-veg,174,"Fish Curry"
1836,222,veg,251,"Chole Bhature"
1837,51,veg,286,"Paneer Tikka"
1838,296,non-veg,208,"Chicken 65"
1839,61,veg,284,"Aloo Paratha"
1840,216,non-veg,148,"Chicken Biryani"
1841,55,veg,183,"Aloo Paratha"
1842,135,non-veg,264,"Fish Curry"
1843,50,veg,151,"Masala Dosa"
1844,119,veg,275,"Chole Bhature"
1845,222,non-veg,171,"Chicken 65"
1846,112,non-veg,224,"Butter Chicken"
1847,247,non-veg,253,"Fish Curry"
1848,272,non-veg,252,"Mutton Rogan Josh"
1849,246,veg,263,"Chole Bhature"
1850,28,veg,249,"Paneer Tikka"
1851,230,non-veg,207,"Butter Chicken"
1852,233,veg,191,"Paneer Tikka"
1853,184,veg,195,"Chole Bhature"
1854,81,non-veg,216,"Mutton Rogan Josh"
1855,143,non-veg,250,"Chicken 65"
1856,74,non-veg,309,"Chicken 65"
1857,250,veg,280,"Aloo Paratha"
1858,41,veg,268,"Aloo Paratha"
1859,85,non-veg,259,"Mutton Rogan Josh"
1860,276,non-veg,123,"Chicken 65"
1861,151,veg,190,"Veg Biryani"
1862,194,non-veg,195,"Fish Curry"
1863,52,non-veg,147,"Mutton Rogan Josh"
1864,264,veg,175,"Masala Dosa"
1865,11,non-veg,192,"Chicken Biryani"
1866,236,veg,142,"Aloo Paratha"
1867,144,veg,172,"Masala Dosa"
1868,93,non-veg,181,"Fish Curry"
1869,150,non-veg,293,"Butter Chicken"
1870,163,veg,227,"Paneer Tikka"
1871,190,veg,204,"Paneer Tikka"
1872,16,veg,242,"Chole Bhature"
1873,190,non-veg,264,"Mutton Rogan Josh"
1874,47,veg,118,"Veg Biryani"
1875,34,non-veg,220,"Fish Curry"
1876,48,non-veg,160,"Fish Curry"
1877,256,veg,149,"Paneer Tikka"
1878,228,veg,187,"Veg Biryani"
1879,247,veg,208,"Paneer Tikka"
1880,51,non-veg,226,"Chicken 65"
1881,81,veg,218,"Aloo Paratha"
1882,82,non-veg,206,"Chicken Biryani"
1883,40,veg,233,"Aloo Paratha"
1884,139,non-veg,149,"Mutton Rogan Josh"
1885,161,veg,218,"Chole Bhature"
1886,278,veg,326,"Chole Bhature"
1887,43,veg,198,"Aloo Paratha"
1888,17,non-veg,127,"Fish Curry"
1889,162,veg,218,"Paneer Tikka"
1890,293,non-veg,320,"Chicken 65"
1891,30,veg,199,"Veg Biryani"
1892,141,non-veg,288,"Mutton Rogan Josh"
1893,214,veg,260,"Chole Bhature"
1894,171,non-veg,260,"Butter Chicken"
1895,180,veg,166,"Chole Bhature"
1896,159,non-veg,210,"Fish Curry"
1897,199,non-veg,181,"Chicken 65"
1898,252,non-veg,239,"Fish Curry"
1899,266,veg,326,"Veg Biryani"
1900,56,veg,195,"Chole Bhature"
1901,196,veg,176,"Chole Bhature"
1902,39,non-veg,270,"Fish Curry"
1903,22,veg,259,"Veg Biryani"
1904,167,veg,208,"Chole Bhature"
1905,47,non-veg,230,"Fish Curry"
1906,134,veg,167,"Veg Biryani"
1907,272,veg,219,"Chole Bhature"
1908,34,non-veg,241,"Chicken Biryani"
1909,263,non-veg,282,"Butter Chicken"
1910,130,non-veg,173,"Chicken Biryani"
1911,131,veg,321,"Veg Biryani"
1912,60,non-veg,212,"Butter Chicken"
1913,228,non-veg,222,"Chicken 65"
1914,6,veg,187,"Veg Biryani"
1915,136,veg,266,"Veg Biryani"
1916,79,veg,314,"Aloo Paratha"
1917,201,non-veg,199,"Chicken Biryani"
1918,161,non-veg,327,"Chicken Biryani"
1919,43,non-veg,229,"Chicken Biryani"
1920,222,veg,305,"Paneer Tikka"
1921,179,veg,213,"Aloo Paratha"
1922,3,non-veg,234,"Mutton Rogan Josh"
1923,92,non-veg,262,"Fish Curry"
1924,224,veg,289,"Aloo Paratha"
1925,248,non-veg,264,"Chicken Biryani"
1926,250,veg,217,"Paneer Tikka"
1927,91,veg,205,"Chole Bhature"
1928,133,veg,219,"Paneer Tikka"
1929,57,non-veg,202,"Butter Chicken"
1930,187,non-veg,178,"Chicken 65"
1931,217,non-veg,213,"Fish Curry"
1932,269,veg,198,"Masala Dosa"
1933,177,non-veg,307,"Fish Curry"
1934,201,veg,164,"Paneer Tikka"
1935,176,non-veg,162,"Butter Chicken"
1936,213,veg,219,"Paneer Tikka"
1937,77,non-veg,214,"Mutton Rogan Josh"
1938,36,non-veg,203,"Butter Chicken"
1939,204,veg,164,"Veg Biryani"
1940,191,non-veg,172,"Chicken 65"
1941,163,veg,252,"Veg Biryani"
1942,40,non-veg,222,"Mutton Rogan Josh"
1943,178,non-veg,162,"Butter Chicken"
1944,68,non-veg,306,"Butter Chicken"
1945,263,non-veg,254,"Butter Chicken"
1946,32,veg,211,"Masala Dosa"
1947,185,veg,225,"Aloo Paratha"
1948,199,non-veg,290,"Chicken Biryani"
1949,287,non-veg,332,"Butter Chicken"
1950,50,veg,244,"Chole Bhature"
1951,29,veg,254,"Paneer Tikka"
1952,166,non-veg,197,"Chicken 65"
1953,289,veg,197,"Paneer Tikka"
1954,142,non-veg,208,"Chicken Biryani"
1955,213,veg,304,"Aloo Paratha"
1956,20,non-veg,234,"Fish Curry"
1957,241,non-veg,202,"Chicken 65"
1958,146,non-veg,226,"Mutton Rogan Josh"
1959,162,veg,253,"Paneer Tikka"
1960,8,veg,189,"Veg Biryani"
1961,82,non-veg,227,"Mutton Rogan Josh"
1962,59,veg,199,"Paneer Tikka"
1963,165,veg,297,"Paneer Tikka"
1964,252,non-veg,214,"Fish Curry"
1965,278,veg,182,"Aloo Paratha"
1966,249,non-veg,188,"Chicken Biryani"
1967,262,veg,141,"Aloo Paratha"
1968,228,veg,197,"Chole Bhature"
1969,95,veg,223,"Chole Bhature"
1970,275,non-veg,234,"Chicken Biryani"
1971,29,veg,182,"Masala Dosa"
1972,130,non-veg,223,"Chicken Biryani"
1973,284,non-veg,193,"Fish Curry"
1974,63,veg,225,"Aloo Paratha"
1975,272,non-veg,171,"Chicken Biryani"
1976,184,veg,145,"Chole Bhature"
1977,12,veg,143,"Veg Biryani"
1978,141,non-veg,251,"Chicken Biryani"
1979,298,veg,241,"Masala Dosa"
1980,243,non-veg,215,"Chicken 65"
1981,288,non-veg,258,"Mutton Rogan Josh"
1982,239,veg,210,"Paneer Tikka"
1983,190,veg,189,"Masala Dosa"
1984,193,veg,202,"Chole Bhature"
