order_id,order_time,delivery_time,app_session_id,delivery_agent_id,restaurant_id,primary_product_id,delivery_fee_paid,payment_mode,sales_quantity,total_price,delivery_flag,order_day,order_month,order_year,min_time_delivery,order_hour,weekday(order_time)
1962,"2025-05-14 18:47:56","2025-05-14 19:22:56",4299,1085,47,2504,24,Card,3,503,Paid,14,5,2025,35,18,2
1963,"2025-01-04 02:18:03","2025-01-04 02:46:03",9804,1323,1,772,42,Cash,1,246,Paid,4,1,2025,28,2,5
1964,"2025-02-22 20:27:34","2025-02-22 21:24:34",1244,1380,75,4843,44,Wallet,2,332,Paid,22,2,2025,57,20,5
1965,"2025-03-12 02:15:41","2025-03-12 02:46:41",18912,1226,278,4032,24,Wallet,1,144,Paid,12,3,2025,31,2,2
1966,"2025-03-07 17:32:49","2025-03-07 18:43:49",38,1670,287,3826,0,Card,3,594,Complimentary,7,3,2025,71,17,4
1967,"2024-12-24 06:48:20","2024-12-24 07:10:20",17116,1022,142,2039,0,UPI,5,1003,Complimentary,24,12,2024,22,6,1
1968,"2024-10-10 03:41:28","2024-10-10 04:22:28",9623,1783,59,1198,25,Wallet,4,825,Paid,10,10,2024,41,3,3
1969,"2024-11-21 03:17:57","2024-11-21 04:31:57",11795,1425,148,1469,58,Card,5,1200,Paid,21,11,2024,74,3,3
1970,"2025-06-20 15:58:03","2025-06-20 16:26:03",2218,1271,292,4382,45,Card,3,680,Paid,20,6,2025,28,15,4
1971,"2025-02-09 02:38:42","2025-02-09 03:51:42",4260,1510,107,2615,0,Cash,5,1112,Complimentary,9,2,2025,73,2,6
1972,"2024-07-28 19:09:48","2024-07-28 19:41:48",4673,1243,28,86,29,Card,3,689,Paid,28,7,2024,32,19,6
1973,"2025-05-13 05:50:02","2025-05-13 06:46:02",6373,1744,242,1107,58,UPI,4,995,Paid,13,5,2025,56,5,1
1974,"2025-01-16 17:20:17","2025-01-16 17:51:17",10705,1515,51,4722,50,Cash,4,884,Paid,16,1,2025,31,17,3
1975,"2025-03-26 11:21:55","2025-03-26 12:21:55",15085,1372,258,8,0,Cash,3,639,Complimentary,26,3,2025,60,11,2
1976,"2025-01-01 02:18:40","2025-01-01 03:20:40",13432,1068,89,16,41,Cash,2,502,Paid,1,1,2025,62,2,2
1977,"2025-02-25 07:01:06","2025-02-25 08:11:06",17959,1158,183,525,0,Cash,5,1143,Complimentary,25,2,2025,70,7,1
1978,"2024-09-19 15:45:41","2024-09-19 16:41:41",12552,1048,87,762,24,Card,2,412,Paid,19,9,2024,56,15,3
1979,"2024-12-06 19:24:28","2024-12-06 20:33:28",2546,1686,75,3884,33,Wallet,3,693,Paid,6,12,2024,69,19,4
1980,"2024-10-03 19:41:57","2024-10-03 20:11:57",10599,1130,168,3114,36,Wallet,3,649,Paid,3,10,2024,30,19,3
1981,"2025-01-30 05:48:19","2025-01-30 07:02:19",5155,1933,103,921,22,Cash,5,1019,Paid,30,1,2025,74,5,3
1982,"2024-09-03 10:10:41","2024-09-03 11:29:41",261,1664,82,3075,50,UPI,2,531,Paid,3,9,2024,79,10,1
1983,"2024-09-12 16:23:39","2024-09-12 17:22:39",2657,1034,142,3612,59,Wallet,2,520,Paid,12,9,2024,59,16,3
1984,"2025-01-06 05:47:12","2025-01-06 07:10:12",17988,1917,256,1057,47,UPI,4,727,Paid,6,1,2025,83,5,0
1985,"2024-08-25 03:10:19","2024-08-25 03:53:19",5712,1997,9,3088,40,Cash,3,743,Paid,25,8,2024,43,3,6
1986,"2024-08-14 10:10:40","2024-08-14 10:33:40",19369,1193,172,2363,23,Cash,5,1192,Paid,14,8,2024,23,10,2
1987,"2025-01-28 01:10:07","2025-01-28 02:02:07",7331,1241,205,2510,43,Wallet,1,198,Paid,28,1,2025,52,1,1
1988,"2024-07-10 10:07:22","2024-07-10 11:05:22",9671,1427,157,2377,27,Card,1,213,Paid,10,7,2024,58,10,2
1989,"2024-09-29 20:39:52","2024-09-29 21:57:52",1475,1439,38,2112,26,UPI,2,539,Paid,29,9,2024,78,20,6
1990,"2024-07-24 07:18:37","2024-07-24 08:10:37",7988,1886,229,804,37,Cash,4,1016,Paid,24,7,2024,52,7,2
1991,"2024-09-01 16:29:40","2024-09-01 17:27:40",19477,1429,182,4334,50,Cash,1,253,Paid,1,9,2024,58,16,6
1992,"2024-12-05 21:09:53","2024-12-05 22:29:53",17546,1803,267,4451,50,UPI,1,329,Paid,5,12,2024,80,21,3
1993,"2024-09-08 02:17:33","2024-09-08 03:42:33",16176,1727,297,2930,56,UPI,1,294,Paid,8,9,2024,85,2,6
1994,"2025-01-25 16:23:41","2025-01-25 17:12:41",19687,1022,160,844,43,Wallet,1,202,Paid,25,1,2025,49,16,5
1995,"2024-10-17 16:36:05","2024-10-17 17:15:05",4690,1557,128,4467,53,Wallet,5,1178,Paid,17,10,2024,39,16,3
1996,"2025-01-05 13:47:24","2025-01-05 15:14:24",7059,1028,117,1155,49,Card,4,889,Paid,5,1,2025,87,13,6
1997,"2025-02-03 01:22:00","2025-02-03 02:32:00",6906,1469,177,4681,27,Cash,5,1322,Paid,3,2,2025,70,1,0
1998,"2024-09-03 10:32:22","2024-09-03 11:22:22",10084,1795,248,2946,0,Wallet,4,955,Complimentary,3,9,2024,50,10,1
1999,"2025-04-16 06:08:20","2025-04-16 06:29:20",9430,1159,290,4124,21,UPI,4,790,Paid,16,4,2025,21,6,2
2000,"2025-06-01 11:57:57","2025-06-01 12:26:57",12937,1741,207,4842,60,Cash,4,1063,Paid,1,6,2025,29,11,6
2001,"2025-04-04 15:46:28","2025-04-04 16:30:28",2528,1116,28,3436,29,Cash,4,1066,Paid,4,4,2025,44,15,4
2002,"2025-03-02 07:26:12","2025-03-02 08:21:12",3965,1555,193,866,46,Cash,3,744,Paid,2,3,2025,55,7,6
2003,"2024-11-04 12:20:27","2024-11-04 13:21:27",132,1021,144,3596,54,Card,5,1120,Paid,4,11,2024,61,12,0
2004,"2024-10-22 22:19:06","2024-10-22 22:56:06",18022,1493,72,1709,31,Card,1,167,Paid,22,10,2024,37,22,1
2005,"2025-04-25 22:33:27","2025-04-25 23:00:27",19,1630,94,658,38,Wallet,1,164,Paid,25,4,2025,27,22,4
2006,"2025-01-31 16:46:59","2025-01-31 18:07:59",5324,1196,188,1201,0,Card,5,1096,Complimentary,31,1,2025,81,16,4
2007,"2025-06-05 09:43:44","2025-06-05 11:03:44",17285,1317,299,4174,51,UPI,4,896,Paid,5,6,2025,80,9,3
2008,"2025-02-20 19:55:45","2025-02-20 20:36:45",775,1009,118,791,60,Wallet,2,416,Paid,20,2,2025,41,19,3
2009,"2025-06-10 20:11:53","2025-06-10 21:15:53",13423,1730,156,3238,27,UPI,5,1255,Paid,10,6,2025,64,20,1
2010,"2024-07-27 12:18:28","2024-07-27 13:46:28",10068,1486,254,143,60,UPI,2,549,Paid,27,7,2024,88,12,5
2011,"2024-10-14 01:28:11","2024-10-14 02:07:11",13895,1243,240,4736,29,Card,3,631,Paid,14,10,2024,39,1,0
2012,"2025-05-14 00:58:19","2025-05-14 02:27:19",5261,1701,261,467,49,Wallet,2,521,Paid,14,5,2025,89,0,2
2013,"2025-04-11 04:47:39","2025-04-11 05:25:39",4545,1344,54,2656,29,UPI,1,195,Paid,11,4,2025,38,4,4
2014,"2024-10-29 17:41:54","2024-10-29 18:29:54",4298,1194,141,3704,22,Wallet,2,505,Paid,29,10,2024,48,17,1
2015,"2025-02-15 17:09:10","2025-02-15 18:39:10",8351,1957,231,4528,55,Wallet,1,197,Paid,15,2,2025,90,17,5
2016,"2025-02-27 17:01:13","2025-02-27 17:41:13",9257,1891,233,1269,29,Card,4,754,Paid,27,2,2025,40,17,3
2017,"2024-12-08 13:08:24","2024-12-08 13:33:24",1939,1160,295,2079,32,Wallet,4,774,Paid,8,12,2024,25,13,6
2018,"2024-11-02 05:46:01","2024-11-02 06:42:01",12645,1985,125,699,47,UPI,4,986,Paid,2,11,2024,56,5,5
2019,"2025-03-25 16:08:47","2025-03-25 17:09:47",15975,1401,168,1462,25,Wallet,5,1022,Paid,25,3,2025,61,16,1
2020,"2025-06-25 21:39:17","2025-06-25 22:43:17",4774,1083,25,17,0,UPI,4,993,Complimentary,25,6,2025,64,21,2
2021,"2024-08-13 20:09:08","2024-08-13 21:32:08",768,1961,89,4749,49,Cash,4,1034,Paid,13,8,2024,83,20,1
2022,"2025-03-05 20:33:24","2025-03-05 21:45:24",10527,1869,266,3309,0,Wallet,3,782,Complimentary,5,3,2025,72,20,2
2023,"2024-08-01 10:31:59","2024-08-01 11:26:59",3638,1013,26,694,24,Wallet,5,1288,Paid,1,8,2024,55,10,3
2024,"2024-12-14 20:24:26","2024-12-14 21:23:26",11537,1004,99,2159,57,Card,1,270,Paid,14,12,2024,59,20,5
2025,"2025-04-17 05:10:53","2025-04-17 06:37:53",7095,1146,289,2563,26,Card,1,146,Paid,17,4,2025,87,5,3
2026,"2024-12-23 02:16:30","2024-12-23 03:46:30",13552,1157,197,4943,44,Card,4,1019,Paid,23,12,2024,90,2,0
2027,"2025-02-24 18:58:43","2025-02-24 20:00:43",2362,1709,28,1598,47,Card,5,1243,Paid,24,2,2025,62,18,0
2028,"2025-06-17 10:06:47","2025-06-17 10:44:47",11151,1026,267,2043,47,UPI,5,1270,Paid,17,6,2025,38,10,1
2029,"2024-12-24 03:19:09","2024-12-24 03:54:09",9790,1442,300,2628,57,Card,5,1127,Paid,24,12,2024,35,3,1
2030,"2024-09-02 16:57:31","2024-09-02 18:10:31",14492,1441,100,709,41,UPI,2,455,Paid,2,9,2024,73,16,0
2031,"2025-04-19 14:13:15","2025-04-19 15:37:15",5198,1596,27,1601,52,Cash,1,114,Paid,19,4,2025,84,14,5
2032,"2024-07-07 14:58:06","2024-07-07 16:28:06",9564,1855,235,4000,56,UPI,2,515,Paid,7,7,2024,90,14,6
2033,"2025-05-29 10:33:49","2025-05-29 11:01:49",19478,1625,181,254,30,Cash,3,582,Paid,29,5,2025,28,10,3
2034,"2024-12-05 09:56:01","2024-12-05 10:26:01",18909,1435,32,3845,40,UPI,2,566,Paid,5,12,2024,30,9,3
2035,"2024-10-04 01:47:12","2024-10-04 02:21:12",987,1984,31,3860,37,Cash,4,802,Paid,4,10,2024,34,1,4
2036,"2025-02-12 11:29:32","2025-02-12 12:50:32",4715,1810,50,4012,44,Cash,3,751,Paid,12,2,2025,81,11,2
2037,"2025-05-04 21:43:06","2025-05-04 22:25:06",12138,1643,83,1678,32,Cash,1,157,Paid,4,5,2025,42,21,6
2038,"2025-06-25 14:44:05","2025-06-25 15:45:05",2109,1071,244,1517,46,Cash,4,1128,Paid,25,6,2025,61,14,2
2039,"2024-12-01 05:26:54","2024-12-01 06:42:54",19240,1436,261,397,60,Wallet,3,885,Paid,1,12,2024,76,5,6
2040,"2024-11-12 22:51:46","2024-11-12 23:13:46",520,1462,145,2586,45,Card,2,382,Paid,12,11,2024,22,22,1
2041,"2025-06-02 12:35:14","2025-06-02 13:50:14",7958,1534,157,4675,0,UPI,5,980,Complimentary,2,6,2025,75,12,0
2042,"2024-10-15 03:04:57","2024-10-15 03:52:57",6817,1211,203,4200,0,Card,1,260,Complimentary,15,10,2024,48,3,1
2043,"2024-09-06 18:43:45","2024-09-06 19:18:45",8936,1548,93,3661,40,Cash,1,211,Paid,6,9,2024,35,18,4
2044,"2025-03-14 23:28:54","2025-03-15 00:27:54",10479,1762,163,528,24,UPI,4,951,Paid,14,3,2025,59,23,4
2045,"2025-03-07 23:58:24","2025-03-08 00:18:24",17201,1811,14,2371,49,Wallet,3,758,Paid,7,3,2025,20,23,4
2046,"2024-11-30 17:50:05","2024-11-30 18:32:05",1677,1367,293,4770,37,Cash,1,164,Paid,30,11,2024,42,17,5
2047,"2025-05-10 06:35:27","2025-05-10 07:00:27",13503,1977,57,576,38,Wallet,5,1140,Paid,10,5,2025,25,6,5
2048,"2024-08-18 02:50:12","2024-08-18 04:19:12",1646,1663,21,3770,43,UPI,5,1000,Paid,18,8,2024,89,2,6
2049,"2025-01-30 07:39:31","2025-01-30 08:57:31",9598,1606,211,4789,39,Wallet,3,690,Paid,30,1,2025,78,7,3
2050,"2024-09-22 17:49:12","2024-09-22 18:51:12",4524,1530,24,4466,40,UPI,3,573,Paid,22,9,2024,62,17,6
2051,"2025-03-07 14:02:50","2025-03-07 15:16:50",833,1921,22,1903,55,Card,3,735,Paid,7,3,2025,74,14,4
2052,"2024-12-19 17:05:17","2024-12-19 17:50:17",13879,1827,81,4107,27,Card,3,696,Paid,19,12,2024,45,17,3
2053,"2024-11-25 02:50:11","2024-11-25 03:26:11",16900,1431,278,4726,26,Card,3,610,Paid,25,11,2024,36,2,0
2054,"2024-07-22 13:31:14","2024-07-22 14:52:14",494,1325,284,1450,38,Cash,1,251,Paid,22,7,2024,81,13,0
2055,"2025-06-18 00:10:19","2025-06-18 01:05:19",16749,1374,190,1983,34,Card,5,1249,Paid,18,6,2025,55,0,2
2056,"2024-08-20 23:17:07","2024-08-21 00:01:07",13773,1725,73,2865,50,UPI,5,1123,Paid,20,8,2024,44,23,1
2057,"2025-02-16 09:13:07","2025-02-16 10:19:07",4954,1440,275,4518,36,Wallet,4,739,Paid,16,2,2025,66,9,6
2058,"2024-09-06 01:17:49","2024-09-06 02:24:49",8159,1914,203,941,0,Card,3,840,Complimentary,6,9,2024,67,1,4
2059,"2024-09-10 21:36:33","2024-09-10 22:38:33",4019,1212,258,4634,57,UPI,2,342,Paid,10,9,2024,62,21,1
2060,"2024-09-19 22:46:18","2024-09-19 23:53:18",1119,1480,46,3629,47,UPI,5,1117,Paid,19,9,2024,67,22,3
2061,"2024-10-30 05:48:42","2024-10-30 06:44:42",5863,1196,41,4639,49,Cash,2,348,Paid,30,10,2024,56,5,2
2062,"2024-07-25 20:26:43","2024-07-25 21:04:43",11028,1473,107,1990,40,Card,1,235,Paid,25,7,2024,38,20,3
2063,"2024-08-29 19:04:44","2024-08-29 20:12:44",333,1997,287,4317,57,Wallet,1,222,Paid,29,8,2024,68,19,3
2064,"2025-02-22 03:42:56","2025-02-22 04:16:56",10275,1522,84,220,42,Cash,3,744,Paid,22,2,2025,34,3,5
2065,"2024-11-12 04:45:35","2024-11-12 06:08:35",11628,1392,44,1991,49,Cash,4,931,Paid,12,11,2024,83,4,1
2066,"2025-03-19 17:17:35","2025-03-19 18:43:35",6692,1162,141,2094,0,Cash,3,875,Complimentary,19,3,2025,86,17,2
2067,"2025-06-18 18:16:05","2025-06-18 18:53:05",917,1625,138,646,25,UPI,1,191,Paid,18,6,2025,37,18,2
2068,"2025-03-30 22:56:58","2025-03-31 00:01:58",19647,1270,37,2943,27,Wallet,5,1092,Paid,30,3,2025,65,22,6
2069,"2024-07-27 20:26:05","2024-07-27 21:35:05",18958,1972,172,1199,36,UPI,3,957,Paid,27,7,2024,69,20,5
2070,"2025-05-26 19:26:37","2025-05-26 19:57:37",10176,1985,172,2033,43,UPI,5,945,Paid,26,5,2025,31,19,0
2071,"2025-02-10 08:55:19","2025-02-10 10:13:19",3434,1884,109,1482,20,Cash,3,769,Paid,10,2,2025,78,8,0
2072,"2025-05-24 16:49:54","2025-05-24 18:14:54",17864,1215,175,194,0,Card,1,222,Complimentary,24,5,2025,85,16,5
2073,"2025-03-19 14:09:21","2025-03-19 15:24:21",8023,1261,126,2397,25,UPI,4,854,Paid,19,3,2025,75,14,2
2074,"2024-09-24 00:39:00","2024-09-24 02:02:00",2359,1715,67,1599,0,UPI,4,778,Complimentary,24,9,2024,83,0,1
2075,"2024-10-25 18:08:58","2024-10-25 18:56:58",2469,1297,235,1263,25,Cash,1,178,Paid,25,10,2024,48,18,4
2076,"2025-06-16 01:11:38","2025-06-16 01:53:38",16846,1642,114,3725,23,Wallet,2,416,Paid,16,6,2025,42,1,0
2077,"2024-10-05 09:07:40","2024-10-05 10:34:40",15452,1556,53,4399,0,Cash,3,672,Complimentary,5,10,2024,87,9,5
2078,"2025-03-19 13:23:39","2025-03-19 14:42:39",2661,1455,158,3279,54,Card,3,712,Paid,19,3,2025,79,13,2
2079,"2024-12-20 23:45:38","2024-12-21 00:51:38",9624,1028,125,40,28,Cash,2,470,Paid,20,12,2024,66,23,4
2080,"2025-01-05 20:55:34","2025-01-05 21:28:34",12448,1234,112,2431,0,Card,2,368,Complimentary,5,1,2025,33,20,6
2081,"2025-04-17 05:34:39","2025-04-17 06:16:39",8681,1380,99,1828,29,UPI,4,1051,Paid,17,4,2025,42,5,3
2082,"2024-10-09 15:20:47","2024-10-09 16:43:47",7466,1313,171,4189,0,Wallet,3,663,Complimentary,9,10,2024,83,15,2
2083,"2025-03-27 03:49:23","2025-03-27 04:34:23",5469,1812,89,4676,51,Card,2,590,Paid,27,3,2025,45,3,3
2084,"2025-06-11 03:36:10","2025-06-11 04:04:10",10484,1363,241,339,54,Cash,4,903,Paid,11,6,2025,28,3,2
2085,"2025-06-02 11:53:52","2025-06-02 12:15:52",17847,1513,63,39,48,Cash,3,698,Paid,2,6,2025,22,11,0
2086,"2025-03-28 21:20:41","2025-03-28 22:45:41",2406,1888,235,226,43,Wallet,4,873,Paid,28,3,2025,85,21,4
2087,"2025-06-22 20:36:49","2025-06-22 21:09:49",506,1821,118,3846,60,UPI,2,513,Paid,22,6,2025,33,20,6
2088,"2025-04-22 11:46:08","2025-04-22 12:30:08",10272,1906,215,2872,31,Card,3,796,Paid,22,4,2025,44,11,1
2089,"2024-09-21 23:15:39","2024-09-22 00:21:39",15185,1013,232,4396,43,Wallet,3,614,Paid,21,9,2024,66,23,5
2090,"2024-10-14 23:47:57","2024-10-15 00:23:57",876,1497,24,3098,59,UPI,4,742,Paid,14,10,2024,36,23,0
2091,"2025-01-13 14:00:28","2025-01-13 14:25:28",5598,1733,210,935,45,UPI,2,480,Paid,13,1,2025,25,14,0
2092,"2024-07-22 00:59:42","2024-07-22 02:09:42",8928,1015,66,2963,58,UPI,4,1061,Paid,22,7,2024,70,0,0
2093,"2025-01-19 10:42:50","2025-01-19 11:07:50",4675,1523,285,2032,0,UPI,2,427,Complimentary,19,1,2025,25,10,6
2094,"2025-04-26 08:55:37","2025-04-26 09:35:37",9718,1386,81,1881,40,Wallet,4,940,Paid,26,4,2025,40,8,5
2095,"2025-04-21 02:21:33","2025-04-21 03:17:33",13820,1708,72,570,48,Card,4,795,Paid,21,4,2025,56,2,0
2096,"2024-07-13 10:46:06","2024-07-13 12:15:06",11170,1910,264,1318,36,UPI,2,417,Paid,13,7,2024,89,10,5
2097,"2024-11-29 00:50:11","2024-11-29 01:18:11",10443,1674,118,2104,0,Card,2,508,Complimentary,29,11,2024,28,0,4
2098,"2024-08-09 20:41:15","2024-08-09 21:47:15",14762,1495,255,3006,31,Card,1,275,Paid,9,8,2024,66,20,4
2099,"2025-05-05 16:41:09","2025-05-05 17:57:09",2245,1585,213,1264,56,Cash,4,960,Paid,5,5,2025,76,16,0
2100,"2025-04-11 20:36:22","2025-04-11 21:14:22",7683,1549,200,4503,42,Wallet,4,1013,Paid,11,4,2025,38,20,4
2101,"2025-05-26 14:28:25","2025-05-26 15:47:25",18414,1445,93,3796,57,UPI,1,253,Paid,26,5,2025,79,14,0
2102,"2024-09-11 21:36:19","2024-09-11 22:41:19",3912,1612,51,2132,0,Cash,4,994,Complimentary,11,9,2024,65,21,2
2103,"2025-02-15 07:19:48","2025-02-15 08:21:48",3570,1960,21,253,54,Card,2,354,Paid,15,2,2025,62,7,5
2104,"2024-09-20 12:53:32","2024-09-20 13:23:32",18590,1937,294,841,0,Cash,4,933,Complimentary,20,9,2024,30,12,4
2105,"2025-03-23 17:18:04","2025-03-23 17:39:04",14693,1690,65,1799,0,Card,3,773,Complimentary,23,3,2025,21,17,6
2106,"2024-10-21 20:01:58","2024-10-21 20:38:58",3857,1946,186,2333,21,Cash,3,658,Paid,21,10,2024,37,20,0
2107,"2025-04-29 09:57:02","2025-04-29 10:19:02",570,1253,220,3582,0,Wallet,5,967,Complimentary,29,4,2025,22,9,1
2108,"2025-06-10 09:44:36","2025-06-10 10:17:36",13666,1452,193,2857,57,UPI,1,285,Paid,10,6,2025,33,9,1
2109,"2024-11-24 22:47:46","2024-11-24 23:33:46",13215,1962,10,3742,46,Cash,4,1194,Paid,24,11,2024,46,22,6
2110,"2024-12-15 17:23:21","2024-12-15 17:56:21",11801,1114,267,1216,42,UPI,1,197,Paid,15,12,2024,33,17,6
2111,"2024-09-21 06:30:30","2024-09-21 06:56:30",6345,1777,240,1281,60,Wallet,5,862,Paid,21,9,2024,26,6,5
2112,"2024-11-16 18:10:19","2024-11-16 18:59:19",5313,1137,44,1697,40,Cash,4,807,Paid,16,11,2024,49,18,5
2113,"2025-02-25 21:09:22","2025-02-25 21:44:22",6576,1921,24,534,59,Card,4,896,Paid,25,2,2025,35,21,1
2114,"2025-04-21 20:01:09","2025-04-21 21:03:09",6155,1516,87,3382,37,Cash,1,251,Paid,21,4,2025,62,20,0
2115,"2025-04-25 08:30:35","2025-04-25 08:53:35",17653,1944,132,2233,0,UPI,5,889,Complimentary,25,4,2025,23,8,4
2116,"2024-08-15 17:38:07","2024-08-15 18:13:07",3274,1182,63,1640,29,UPI,5,1086,Paid,15,8,2024,35,17,3
2117,"2024-10-11 09:35:44","2024-10-11 10:27:44",4880,1067,232,4231,56,Wallet,5,975,Paid,11,10,2024,52,9,4
2118,"2024-09-25 23:17:23","2024-09-26 00:08:23",1103,1176,236,1077,0,Cash,4,679,Complimentary,25,9,2024,51,23,2
2119,"2024-08-16 05:12:58","2024-08-16 05:45:58",6308,1244,109,1361,51,Card,1,214,Paid,16,8,2024,33,5,4
2120,"2025-03-18 05:52:44","2025-03-18 06:35:44",4535,1937,35,4596,43,Cash,2,491,Paid,18,3,2025,43,5,1
2121,"2025-03-26 10:33:55","2025-03-26 11:19:55",14825,1341,135,2082,21,Cash,2,394,Paid,26,3,2025,46,10,2
2122,"2024-11-27 18:21:25","2024-11-27 18:50:25",4916,1547,115,3670,35,Cash,4,1135,Paid,27,11,2024,29,18,2
2123,"2024-11-25 20:51:21","2024-11-25 22:00:21",7380,1545,11,3472,24,Cash,5,1126,Paid,25,11,2024,69,20,0
2124,"2024-12-05 16:11:27","2024-12-05 17:14:27",17394,1378,219,350,21,Cash,3,652,Paid,5,12,2024,63,16,3
2125,"2025-06-16 10:04:51","2025-06-16 10:58:51",18835,1370,165,3101,47,Card,2,482,Paid,16,6,2025,54,10,0
2126,"2025-06-19 07:12:18","2025-06-19 08:32:18",700,1346,195,3873,40,Cash,4,970,Paid,19,6,2025,80,7,3
2127,"2024-08-31 15:10:18","2024-08-31 16:27:18",10285,1253,126,656,25,Cash,3,734,Paid,31,8,2024,77,15,5
2128,"2025-03-31 17:45:02","2025-03-31 19:11:02",3426,1946,57,576,48,Cash,2,432,Paid,31,3,2025,86,17,0
2129,"2024-10-01 18:23:26","2024-10-01 19:46:26",9517,1840,231,327,60,Cash,4,1004,Paid,1,10,2024,83,18,1
2130,"2025-04-09 20:20:02","2025-04-09 21:35:02",7869,1207,170,3381,39,Wallet,1,246,Paid,9,4,2025,75,20,2
2131,"2025-06-11 23:08:44","2025-06-11 23:28:44",1744,1771,29,4108,20,Wallet,4,775,Paid,11,6,2025,20,23,2
2132,"2025-05-07 12:46:17","2025-05-07 14:16:17",2045,1507,266,1899,54,Cash,3,858,Paid,7,5,2025,90,12,2
2133,"2025-05-30 01:24:24","2025-05-30 01:57:24",15875,1422,85,678,34,UPI,2,493,Paid,30,5,2025,33,1,4
2134,"2025-05-15 00:57:30","2025-05-15 02:18:30",7991,1755,61,3903,21,Wallet,5,1206,Paid,15,5,2025,81,0,3
2135,"2024-09-16 23:50:31","2024-09-17 00:50:31",1528,1960,19,3023,48,Wallet,5,1008,Paid,16,9,2024,60,23,0
2136,"2025-06-24 09:03:22","2025-06-24 10:12:22",4467,1500,169,1742,25,Cash,3,620,Paid,24,6,2025,69,9,1
2137,"2024-09-21 21:47:22","2024-09-21 22:54:22",15823,1939,13,3560,42,Wallet,3,618,Paid,21,9,2024,67,21,5
2138,"2025-06-05 07:03:37","2025-06-05 07:46:37",1497,1317,120,2053,23,Card,4,840,Paid,5,6,2025,43,7,3
2139,"2024-10-18 18:39:27","2024-10-18 19:42:27",127,1877,130,390,51,Card,1,288,Paid,18,10,2024,63,18,4
2140,"2025-02-24 01:39:49","2025-02-24 01:59:49",4743,1412,144,313,40,Wallet,1,178,Paid,24,2,2025,20,1,0
2141,"2025-01-03 10:58:15","2025-01-03 12:00:15",14421,1502,274,3858,49,Cash,2,424,Paid,3,1,2025,62,10,4
2142,"2024-07-05 14:07:43","2024-07-05 15:34:43",18922,1463,235,527,54,Wallet,1,212,Paid,5,7,2024,87,14,4
2143,"2025-06-17 01:14:05","2025-06-17 01:58:05",4873,1458,85,52,0,Card,3,669,Complimentary,17,6,2025,44,1,1
2144,"2025-06-11 01:28:18","2025-06-11 02:08:18",4844,1280,231,3745,56,UPI,2,454,Paid,11,6,2025,40,1,2
2145,"2025-01-18 20:19:04","2025-01-18 20:39:04",172,1628,83,1268,52,Wallet,4,877,Paid,18,1,2025,20,20,5
2146,"2025-04-17 03:05:58","2025-04-17 03:26:58",4804,1510,24,1476,26,Wallet,4,931,Paid,17,4,2025,21,3,3
2147,"2025-02-09 05:54:16","2025-02-09 07:12:16",13735,1174,87,3627,53,UPI,2,474,Paid,9,2,2025,78,5,6
2148,"2024-12-14 01:02:01","2024-12-14 02:30:01",10550,1523,37,4689,0,Cash,5,997,Complimentary,14,12,2024,88,1,5
2149,"2024-08-05 05:52:55","2024-08-05 06:48:55",9547,1165,140,1806,51,UPI,4,998,Paid,5,8,2024,56,5,0
2150,"2025-06-23 16:00:39","2025-06-23 16:38:39",14086,1438,228,1783,60,UPI,2,582,Paid,23,6,2025,38,16,0
2151,"2024-12-31 02:08:03","2024-12-31 03:01:03",1140,1016,286,260,51,UPI,1,238,Paid,31,12,2024,53,2,1
2152,"2025-03-10 05:13:58","2025-03-10 06:22:58",10916,1896,94,4880,0,Card,3,767,Complimentary,10,3,2025,69,5,0
2153,"2025-06-28 13:44:20","2025-06-28 14:29:20",8818,1828,226,4447,31,Wallet,5,1279,Paid,28,6,2025,45,13,5
2154,"2025-06-19 18:52:05","2025-06-19 19:53:05",5787,1174,290,4417,41,UPI,2,472,Paid,19,6,2025,61,18,3
2155,"2025-02-08 08:36:30","2025-02-08 09:47:30",19867,1957,11,1865,42,Cash,3,494,Paid,8,2,2025,71,8,5
2156,"2025-04-02 05:06:22","2025-04-02 05:43:22",11724,1067,57,1491,20,Card,5,1172,Paid,2,4,2025,37,5,2
2157,"2025-03-25 20:41:32","2025-03-25 21:10:32",10107,1805,217,2020,44,Wallet,3,737,Paid,25,3,2025,29,20,1
2158,"2025-03-23 16:38:24","2025-03-23 17:13:24",18215,1274,183,1117,46,UPI,5,1166,Paid,23,3,2025,35,16,6
2159,"2025-04-08 10:44:50","2025-04-08 11:59:50",54,1664,69,3898,53,Wallet,4,947,Paid,8,4,2025,75,10,1
2160,"2024-12-12 15:54:06","2024-12-12 16:59:06",3316,1581,60,3049,50,Cash,2,449,Paid,12,12,2024,65,15,3
2161,"2024-09-26 10:02:04","2024-09-26 11:09:04",14000,1437,127,104,52,Wallet,5,1271,Paid,26,9,2024,67,10,3
2162,"2024-07-23 13:06:59","2024-07-23 13:46:59",11491,1009,170,3598,0,Wallet,4,792,Complimentary,23,7,2024,40,13,1
2163,"2024-12-30 04:06:04","2024-12-30 04:42:04",11580,1638,110,1306,45,Card,2,511,Paid,30,12,2024,36,4,0
2164,"2024-10-03 02:33:27","2024-10-03 03:42:27",13835,1901,158,3097,44,Cash,5,1112,Paid,3,10,2024,69,2,3
